chr	windowStart	windowEnd	D	f_d	f_dM
NC_031969	2.83701e+07	28834886	0.719657	0.423216	0.194543
NC_031969	2.84113e+07	28880604	0.679424	0.415565	0.179341
NC_031969	2.8458e+07	28928675	0.674631	0.401213	0.179241
NC_031969	2.84971e+07	28971780	0.606254	0.384885	0.151042
NC_031969	2.87355e+07	29016390	0.479274	0.33362	0.108194
NC_031969	2.88349e+07	29160977	0.628534	0.418752	0.134255
NC_031969	2.88806e+07	29211667	0.65175	0.447597	0.147188
NC_031969	2.89287e+07	29272674	0.642665	0.423813	0.147182
NC_031969	2.89719e+07	29314462	0.696517	0.41791	0.157764
NC_031969	2.90176e+07	29342548	0.743612	0.440042	0.177236
NC_031969	2.91611e+07	29394239	0.746979	0.451804	0.19662
NC_031969	2.92118e+07	29437683	0.77262	0.4619	0.193994
NC_031969	2.92727e+07	29487620	0.805027	0.499527	0.20323
NC_031969	2.93145e+07	29538229	0.811487	0.490432	0.210667
NC_031969	2.93426e+07	29592173	0.849104	0.487004	0.218254
NC_031969	2.93942e+07	29632721	0.84436	0.46028	0.189607
NC_031969	2.94377e+07	29668155	0.860875	0.45309	0.197597
NC_031969	2.94877e+07	29707230	0.8162	0.434559	0.187908
NC_031969	2.9539e+07	29747862	0.775844	0.456412	0.179866
NC_031969	2.95923e+07	29777244	0.754062	0.465053	0.180538
NC_031969	2.96333e+07	29817526	0.738805	0.452952	0.183966
NC_031969	2.96682e+07	29860647	0.691533	0.437205	0.175067
NC_031969	2.97073e+07	29898176	0.656567	0.410374	0.16315
NC_031969	2.97479e+07	29933991	0.681455	0.411631	0.177234
NC_031969	2.97774e+07	29979551	0.669968	0.400421	0.17079
NC_031969	2.98176e+07	30029914	0.665862	0.406383	0.165764
NC_031969	2.98609e+07	30075565	0.685518	0.408992	0.164948
NC_031969	2.98982e+07	30123932	0.750626	0.449713	0.188392
NC_031969	2.99342e+07	30161166	0.775862	0.449343	0.182672
NC_031969	2.99796e+07	30200328	0.8186	0.494301	0.194094
NC_031969	3.00299e+07	30239130	0.825464	0.476747	0.211025
NC_031969	3.00756e+07	30292492	0.801146	0.481673	0.205575
NC_031969	3.01239e+07	30333203	0.827896	0.47619	0.211535
NC_031969	3.01612e+07	30370984	0.810897	0.495108	0.212873
NC_031969	3.02004e+07	30402623	0.775157	0.469747	0.199031
NC_031969	3.02392e+07	30466945	0.790602	0.505003	0.196275
NC_031969	3.02926e+07	30515087	0.838558	0.498602	0.220301
NC_031969	3.03332e+07	30571601	0.823161	0.513171	0.214169
NC_031969	3.03711e+07	30614122	0.871248	0.514524	0.225943
NC_031969	3.04026e+07	30674270	0.93377	0.562085	0.247079
NC_031969	3.0467e+07	30734241	0.942146	0.555093	0.246393
NC_031969	3.05152e+07	30783839	0.958086	0.595528	0.245481
NC_031969	3.05716e+07	30839006	0.964782	0.576021	0.250969
NC_031969	3.06144e+07	30883661	0.95664	0.591537	0.263138
NC_031969	3.06743e+07	31059574	0.940928	0.561006	0.263645
NC_031969	3.07342e+07	31117209	0.893069	0.561178	0.260794
NC_031969	3.07838e+07	31177481	0.884217	0.554028	0.262103
NC_031969	3.0839e+07	31270399	0.852104	0.551241	0.248825
NC_031969	3.08837e+07	31476588	0.809436	0.509842	0.237761
NC_031969	3.10598e+07	31598903	0.796639	0.486486	0.238431
NC_031969	3.11172e+07	32026969	0.813531	0.478177	0.252821
NC_031969	3.11775e+07	32128055	0.797824	0.447047	0.245506
NC_031969	3.12708e+07	32279629	0.765169	0.441491	0.241233
NC_031969	3.14766e+07	32347030	0.763699	0.444962	0.231408
NC_031969	3.15989e+07	32529512	0.758155	0.446033	0.217552
NC_031969	3.20274e+07	33145459	0.735062	0.425375	0.205629
NC_031969	3.21281e+07	33210650	0.718668	0.439796	0.200134
NC_031969	3.22799e+07	33284933	0.740385	0.444095	0.206346
NC_031969	3.23471e+07	33361685	0.763141	0.44381	0.211522
NC_031969	3.25295e+07	33691320	0.790833	0.482473	0.230697
NC_031969	3.3146e+07	33872713	0.830334	0.520758	0.232793
NC_031969	3.32112e+07	34004806	0.847545	0.518167	0.239372
NC_031969	3.32859e+07	34087409	0.893315	0.540938	0.240644
NC_031969	3.33618e+07	34168318	0.901269	0.586037	0.240101
NC_031969	3.36913e+07	34237194	0.885802	0.551459	0.22788
NC_031969	3.38728e+07	34354576	0.833058	0.54099	0.217605
NC_031969	3.4005e+07	34420623	0.811683	0.512313	0.197444
NC_031969	3.40875e+07	34486073	0.806988	0.487315	0.210618
NC_031969	3.41685e+07	34604396	0.767081	0.440383	0.206371
NC_031969	3.42377e+07	34733909	0.79319	0.463608	0.230974
NC_031969	3.43546e+07	34848987	0.849882	0.474431	0.247931
NC_031969	3.44207e+07	34909200	0.888255	0.502419	0.268992
NC_031969	3.44862e+07	34971350	0.916618	0.532101	0.276073
NC_031969	3.46044e+07	35140139	0.946177	0.564187	0.290298
NC_031969	3.4734e+07	35237929	0.933649	0.549402	0.271992
NC_031969	3.4849e+07	35493418	0.84669	0.531729	0.24806
NC_031969	3.49096e+07	35827152	0.743448	0.479964	0.221993
NC_031969	3.49718e+07	35997502	0.659193	0.396583	0.184712
NC_031969	3.51402e+07	36131903	0.714089	0.439695	0.202653
NC_031969	3.52379e+07	36342751	0.746749	0.470868	0.216554
NC_031969	3.54934e+07	36613279	0.824897	0.51145	0.242705
NC_031969	3.58272e+07	37144292	0.921727	0.557551	0.269322
NC_031969	3.59975e+07	37349236	0.881119	0.579532	0.28389
NC_031969	3.61323e+07	37482691	0.820986	0.535714	0.258991
NC_031969	3.63484e+07	37722985	0.749611	0.473768	0.237132
NC_031969	3.6633e+07	37994186	0.704062	0.450402	0.232301
