chr	windowStart	windowEnd	D	f_d	f_dM
scaffold_18	1023694	1043717	-0.279319	-0.233598	-0.132643
scaffold_18	1024002	1044466	-0.274432	-0.229028	-0.128839
scaffold_18	1024443	1044840	-0.265380	-0.217822	-0.123572
scaffold_18	1024875	1044905	-0.226355	-0.183451	-0.106896
scaffold_18	1025278	1045895	-0.219249	-0.175568	-0.102502
scaffold_18	1025664	1051622	-0.210734	-0.167136	-0.095272
scaffold_18	1026029	1051626	-0.203505	-0.160540	-0.091741
scaffold_18	1026214	1052738	-0.195141	-0.150723	-0.088448
scaffold_18	1028027	1052767	-0.182619	-0.140135	-0.082654
scaffold_18	1028033	1052971	-0.181321	-0.140990	-0.084468
scaffold_18	1028048	1052975	-0.186531	-0.146563	-0.087191
scaffold_18	1028052	1053002	-0.184891	-0.144365	-0.086095
scaffold_18	1028587	1053039	-0.178930	-0.137134	-0.082576
scaffold_18	1028684	1053206	-0.189807	-0.145477	-0.087297
scaffold_18	1028846	1054209	-0.193680	-0.148240	-0.088608
scaffold_18	1029455	1055475	-0.201810	-0.155722	-0.090710
scaffold_18	1029851	1056057	-0.192994	-0.149225	-0.086368
scaffold_18	1030533	1056144	-0.184997	-0.142042	-0.082489
scaffold_18	1030577	1056445	-0.191672	-0.152146	-0.085558
scaffold_18	1030719	1056856	-0.169796	-0.135437	-0.076784
scaffold_18	1031365	1057835	-0.134305	-0.105802	-0.060860
scaffold_18	1031522	1059156	-0.160822	-0.128131	-0.073985
scaffold_18	1031873	1061723	-0.206033	-0.162628	-0.092981
scaffold_18	1032008	1067106	-0.241303	-0.183376	-0.104408
scaffold_18	1032093	1067395	-0.318356	-0.238697	-0.133160
scaffold_18	1032163	1068797	-0.342209	-0.249586	-0.139397
scaffold_18	1033274	1070215	-0.408701	-0.290454	-0.160104
scaffold_18	1033664	1071315	-0.423429	-0.303051	-0.167416
scaffold_18	1034193	1071376	-0.413217	-0.294318	-0.163054
scaffold_18	1035027	1072754	-0.389324	-0.269769	-0.152194
scaffold_18	1035546	1075381	-0.349308	-0.222257	-0.130203
scaffold_18	1035954	1075684	-0.341500	-0.215322	-0.126505
scaffold_18	1037728	1076096	-0.351870	-0.220068	-0.130000
scaffold_18	1038169	1079172	-0.311192	-0.175361	-0.104625
scaffold_18	1038219	1079533	-0.239665	-0.136494	-0.080624
scaffold_18	1038397	1079665	-0.196576	-0.106765	-0.064002
scaffold_18	1038440	1079738	-0.135324	-0.076317	-0.044804
scaffold_18	1038446	1080254	-0.156634	-0.087459	-0.051163
scaffold_18	1038475	1080958	-0.206443	-0.119210	-0.067266
scaffold_18	1038728	1081243	-0.125996	-0.066009	-0.038394
scaffold_18	1038882	1086141	-0.054075	-0.026559	-0.015739
scaffold_18	1039745	1089133	-0.044255	-0.021982	-0.012884
scaffold_18	1040010	1089961	-0.066616	-0.033017	-0.019252
scaffold_18	1040127	1090546	-0.106876	-0.055685	-0.031721
scaffold_18	1040238	1091420	-0.166667	-0.081501	-0.046537
scaffold_18	1040578	1092369	-0.157854	-0.076720	-0.043882
scaffold_18	1040715	1092458	-0.114400	-0.053820	-0.031498
scaffold_18	1041277	1093122	-0.124901	-0.059871	-0.034794
scaffold_18	1041409	1094448	-0.125231	-0.059354	-0.034596
scaffold_18	1043717	1095425	-0.129345	-0.059948	-0.034919
scaffold_18	1044466	1095719	-0.080440	-0.036680	-0.021421
scaffold_18	1044840	1098590	-0.111293	-0.048606	-0.029185
scaffold_18	1044905	1101206	-0.093398	-0.039322	-0.023878
scaffold_18	1045895	1102190	-0.124800	-0.050649	-0.031237
scaffold_18	1051622	1103490	-0.118050	-0.050032	-0.030711
scaffold_18	1051626	1103687	-0.117601	-0.049750	-0.031289
scaffold_18	1052738	1103973	-0.086099	-0.037217	-0.023653
scaffold_18	1052767	1104172	-0.081346	-0.034749	-0.022154
scaffold_18	1052971	1104776	-0.109819	-0.048208	-0.029665
scaffold_18	1052975	1104883	-0.111469	-0.048908	-0.030060
scaffold_18	1053002	1105298	-0.098064	-0.042276	-0.025943
scaffold_18	1053039	1105312	-0.106794	-0.046989	-0.028191
scaffold_18	1053206	1105343	-0.136731	-0.062124	-0.036636
scaffold_18	1054209	1106120	-0.152714	-0.069983	-0.041107
scaffold_18	1055475	1106281	-0.184475	-0.087346	-0.050969
scaffold_18	1056057	1106486	-0.197977	-0.096568	-0.053917
scaffold_18	1056144	1108231	-0.125027	-0.061740	-0.035400
scaffold_18	1056445	1112505	-0.104393	-0.048573	-0.027449
scaffold_18	1056856	1112685	-0.075501	-0.034016	-0.019766
scaffold_18	1057835	1113251	-0.152339	-0.069576	-0.039666
scaffold_18	1059156	1113835	-0.235581	-0.110833	-0.061522
scaffold_18	1061723	1114084	-0.257482	-0.123770	-0.068087
scaffold_18	1067106	1114218	-0.209616	-0.101336	-0.055765
scaffold_18	1067395	1116797	-0.198862	-0.092097	-0.050610
scaffold_18	1068797	1118397	-0.192601	-0.088060	-0.048552
scaffold_18	1070215	1119746	-0.220814	-0.098983	-0.054495
scaffold_18	1071315	1121394	-0.116534	-0.054696	-0.029844
scaffold_18	1071376	1121728	-0.116534	-0.055701	-0.030136
scaffold_18	1072754	1124507	-0.111854	-0.052632	-0.028321
scaffold_18	1075381	1125918	-0.178812	-0.086467	-0.045440
scaffold_18	1075684	1126152	-0.141447	-0.069913	-0.036758
scaffold_18	1076096	1127477	-0.131472	-0.063779	-0.033344
scaffold_18	1079172	1131148	-0.119082	-0.052980	-0.028227
scaffold_18	1079533	1131172	-0.102994	-0.046604	-0.025192
scaffold_18	1079665	1131283	-0.109964	-0.049672	-0.026977
scaffold_18	1079738	1132515	-0.091351	-0.038237	-0.021480
scaffold_18	1080254	1133976	-0.109430	-0.046279	-0.025833
scaffold_18	1080958	1135243	-0.145377	-0.057489	-0.032483
scaffold_18	1081243	1135273	-0.127605	-0.049463	-0.028346
scaffold_18	1086141	1135955	-0.104266	-0.041123	-0.023732
scaffold_18	1089133	1136065	-0.104266	-0.043354	-0.024668
scaffold_18	1089961	1136325	-0.119645	-0.050847	-0.028680
scaffold_18	1090546	1136963	-0.097597	-0.042289	-0.023765
scaffold_18	1091420	1136975	-0.082378	-0.034445	-0.019650
scaffold_18	1092369	1137156	-0.067423	-0.029030	-0.016373
scaffold_18	1092458	1140889	-0.034513	-0.014317	-0.008106
scaffold_18	1093122	1142053	-0.057946	-0.024411	-0.013493
scaffold_18	1094448	1142313	-0.114504	-0.051850	-0.028035
scaffold_18	1095425	1142440	-0.137813	-0.065205	-0.034829
scaffold_18	1095719	1147551	-0.134187	-0.063497	-0.033896
scaffold_18	1098590	1148128	-0.100040	-0.046428	-0.025124
scaffold_18	1101206	1156280	-0.073892	-0.033755	-0.018207
scaffold_18	1102190	1156643	-0.073892	-0.032742	-0.018007
scaffold_18	1103490	1156918	-0.096277	-0.043668	-0.023177
scaffold_18	1103687	1156945	-0.074510	-0.033111	-0.017746
scaffold_18	1103973	1158200	-0.077964	-0.033462	-0.018339
scaffold_18	1104172	1159466	-0.095026	-0.039709	-0.021577
scaffold_18	1104776	1160143	-0.103007	-0.043928	-0.023448
scaffold_18	1104883	1160479	-0.075647	-0.031250	-0.017217
scaffold_18	1105298	1164309	-0.063277	-0.026035	-0.014444
scaffold_18	1105312	1167191	-0.053595	-0.021531	-0.012016
scaffold_18	1105343	1168053	-0.063509	-0.024458	-0.014042
scaffold_18	1106120	1168592	-0.038970	-0.014551	-0.008443
scaffold_18	1106281	1168638	-0.016663	-0.006294	-0.003658
scaffold_18	1106486	1168694	0.012881	0.004788	0.002798
scaffold_18	1108231	1168723	0.041734	0.014981	0.009238
scaffold_18	1112505	1168758	-0.028281	-0.009880	-0.006009
scaffold_18	1112685	1169081	-0.036768	-0.013158	-0.008205
scaffold_18	1113251	1170010	-0.011423	-0.004191	-0.002634
scaffold_18	1113835	1171148	0.014800	0.005103	0.003232
scaffold_18	1114084	1172276	0.047352	0.015500	0.010013
scaffold_18	1114218	1172398	0.046223	0.015423	0.009977
scaffold_18	1116797	1174064	0.052015	0.016667	0.010920
scaffold_18	1118397	1174955	0.017254	0.005857	0.003851
scaffold_18	1119746	1175849	-0.009332	-0.003307	-0.002176
scaffold_18	1121394	1179563	-0.002143	-0.000758	-0.000495
scaffold_18	1121728	1181938	-0.088464	-0.028622	-0.019208
scaffold_18	1124507	1182018	-0.075551	-0.024133	-0.016227
scaffold_18	1125918	1182478	-0.040345	-0.013347	-0.009102
scaffold_18	1126152	1183667	-0.007088	-0.002287	-0.001553
scaffold_18	1127477	1184881	-0.030572	-0.010031	-0.006792
scaffold_18	1131148	1186529	-0.029812	-0.009441	-0.006496
scaffold_18	1131172	1186906	-0.012533	-0.004324	-0.002969
scaffold_18	1131283	1188947	-0.021864	-0.007489	-0.005004
scaffold_18	1132515	1189036	0.057609	0.020839	0.014047
scaffold_18	1133976	1189059	0.056741	0.021739	0.014373
scaffold_18	1135243	1192381	0.057776	0.022204	0.014703
scaffold_18	1135273	1193214	0.052376	0.021176	0.013738
scaffold_18	1135955	1193765	0.061989	0.024812	0.016187
scaffold_18	1136065	1196180	0.069377	0.026056	0.017154
scaffold_18	1136325	1197822	0.084872	0.031996	0.021147
scaffold_18	1136963	1198101	0.071780	0.027493	0.018162
scaffold_18	1136975	1199740	0.066525	0.025357	0.016747
scaffold_18	1137156	1199754	0.088131	0.033696	0.022270
scaffold_18	1140889	1200614	0.071882	0.027620	0.018188
scaffold_18	1142053	1200632	0.018750	0.007523	0.004951
scaffold_18	1142313	1200917	0.071173	0.028820	0.019471
scaffold_18	1142440	1203165	0.206489	0.077851	0.052903
scaffold_18	1147551	1203472	0.314425	0.120203	0.083070
scaffold_18	1148128	1205026	0.322994	0.122695	0.085231
scaffold_18	1156280	1208375	0.325285	0.119089	0.080378
scaffold_18	1156643	1208635	0.328402	0.125130	0.083579
scaffold_18	1156918	1209758	0.303722	0.124966	0.082061
scaffold_18	1156945	1211518	0.288310	0.119196	0.078660
scaffold_18	1158200	1211954	0.272056	0.112313	0.073569
scaffold_18	1159466	1216433	0.318162	0.131871	0.085800
scaffold_18	1160143	1217238	0.353633	0.146410	0.097507
scaffold_18	1160479	1217403	0.349366	0.146498	0.097800
scaffold_18	1164309	1218698	0.349366	0.145524	0.097381
scaffold_18	1167191	1221464	0.334751	0.141463	0.094511
scaffold_18	1168053	1222326	0.329052	0.141691	0.095171
scaffold_18	1168592	1223802	0.304739	0.140876	0.090456
scaffold_18	1168638	1225113	0.315385	0.145430	0.093904
scaffold_18	1168694	1225790	0.316171	0.142935	0.092514
scaffold_18	1168723	1226773	0.315287	0.137679	0.090644
scaffold_18	1168758	1228705	0.320071	0.132955	0.089150
scaffold_18	1169081	1229119	0.326048	0.135360	0.090700
scaffold_18	1170010	1229569	0.354344	0.150980	0.100987
scaffold_18	1171148	1231155	0.330018	0.138405	0.091306
scaffold_18	1172276	1231495	0.345767	0.147587	0.097806
scaffold_18	1172398	1232442	0.368201	0.156703	0.104887
scaffold_18	1174064	1237536	0.375381	0.150207	0.101483
scaffold_18	1174955	1238065	0.365043	0.151681	0.101077
scaffold_18	1175849	1238455	0.344799	0.145882	0.096340
scaffold_18	1179563	1242153	0.378785	0.151899	0.098147
scaffold_18	1181938	1245931	0.373812	0.151788	0.098877
scaffold_18	1182018	1246974	0.339635	0.142399	0.091660
scaffold_18	1182478	1247211	0.346644	0.143839	0.093071
scaffold_18	1183667	1247375	0.351351	0.147805	0.095719
scaffold_18	1184881	1247738	0.400468	0.175430	0.116031
scaffold_18	1186529	1248666	0.384434	0.168301	0.110527
scaffold_18	1186906	1248905	0.392019	0.179088	0.117193
scaffold_18	1188947	1249436	0.392019	0.177141	0.116275
scaffold_18	1189036	1249672	0.397451	0.185606	0.124659
scaffold_18	1189059	1249938	0.349456	0.159978	0.106642
scaffold_18	1192381	1249978	0.328554	0.152018	0.100936
scaffold_18	1193214	1250084	0.371981	0.171016	0.115205
scaffold_18	1193765	1252893	0.377929	0.168317	0.114260
scaffold_18	1196180	1253172	0.362079	0.165241	0.110557
scaffold_18	1197822	1253182	0.304451	0.150396	0.098483
scaffold_18	1198101	1253287	0.296033	0.148544	0.096880
scaffold_18	1199740	1253438	0.303484	0.152931	0.099632
scaffold_18	1199754	1253439	0.295310	0.151560	0.098818
scaffold_18	1200614	1256093	0.272570	0.138840	0.089841
scaffold_18	1200632	1258283	0.343901	0.175487	0.115212
scaffold_18	1200917	1260194	0.380848	0.186523	0.122046
scaffold_18	1203165	1260738	0.346785	0.168268	0.109445
scaffold_18	1203472	1260808	0.318429	0.156134	0.103097
scaffold_18	1205026	1260961	0.259941	0.122922	0.080186
scaffold_18	1208375	1261107	0.279755	0.136978	0.089202
scaffold_18	1208635	1261201	0.255786	0.130841	0.087391
scaffold_18	1209758	1261230	0.253883	0.132440	0.089417
scaffold_18	1211518	1261312	0.287909	0.151068	0.101972
scaffold_18	1211954	1261692	0.313141	0.165519	0.112577
scaffold_18	1216433	1261972	0.329029	0.173476	0.118888
scaffold_18	1217238	1261984	0.290535	0.160702	0.108842
scaffold_18	1217403	1262102	0.258556	0.148508	0.097544
scaffold_18	1218698	1263845	0.244034	0.139750	0.091696
scaffold_18	1221464	1265306	0.238899	0.136137	0.088837
scaffold_18	1222326	1266403	0.255671	0.139245	0.092541
scaffold_18	1223802	1267925	0.274442	0.152778	0.102036
scaffold_18	1225113	1268153	0.321988	0.169974	0.119646
scaffold_18	1225790	1270202	0.312856	0.163036	0.115017
scaffold_18	1226773	1270802	0.318707	0.164982	0.112795
scaffold_18	1228705	1272744	0.322671	0.167783	0.109055
scaffold_18	1229119	1274190	0.320043	0.173684	0.109441
scaffold_18	1229569	1275902	0.316063	0.168750	0.107119
scaffold_18	1231155	1276466	0.282642	0.150602	0.095764
scaffold_18	1231495	1277292	0.325333	0.176366	0.113756
scaffold_18	1232442	1277293	0.322463	0.174625	0.113451
scaffold_18	1237536	1278681	0.296523	0.165724	0.105204
scaffold_18	1238065	1278823	0.316628	0.187689	0.117717
scaffold_18	1238455	1282572	0.300125	0.170258	0.107421
scaffold_18	1242153	1283860	0.345223	0.187999	0.120391
scaffold_18	1245931	1286665	0.338432	0.180367	0.115259
scaffold_18	1246974	1286742	0.275756	0.158398	0.098697
scaffold_18	1247211	1287147	0.291208	0.171439	0.103571
scaffold_18	1247375	1287653	0.282749	0.167158	0.100732
scaffold_18	1247738	1287876	0.247557	0.145594	0.085125
scaffold_18	1248666	1287877	0.188904	0.107514	0.061882
scaffold_18	1248905	1288450	0.211621	0.117530	0.066352
scaffold_18	1249436	1296356	0.184211	0.098218	0.054229
scaffold_18	1249672	1297179	0.184211	0.099730	0.054664
scaffold_18	1249938	1297415	0.160714	0.087041	0.047289
scaffold_18	1249978	1298553	0.105226	0.056849	0.030533
scaffold_18	1250084	1298733	0.139124	0.074480	0.040352
scaffold_18	1252893	1298770	0.134253	0.070827	0.038223
scaffold_18	1253172	1299021	0.130180	0.072123	0.038462
scaffold_18	1253182	1300131	0.146056	0.079177	0.042937
scaffold_18	1253287	1302767	0.152115	0.078574	0.041931
scaffold_18	1253438	1303145	0.154406	0.076808	0.041423
scaffold_18	1253439	1303741	0.160453	0.074955	0.041156
scaffold_18	1256093	1304575	0.180826	0.081863	0.044615
scaffold_18	1258283	1305462	0.152091	0.072438	0.038964
scaffold_18	1260194	1305568	0.057223	0.026856	0.014102
scaffold_18	1260738	1307154	0.052262	0.024371	0.012963
scaffold_18	1260808	1307176	0.052262	0.024438	0.013012
scaffold_18	1260961	1307475	0.066043	0.031226	0.016740
scaffold_18	1261107	1308040	0.055135	0.026439	0.014161
scaffold_18	1261201	1309931	0.018529	0.008349	0.004476
scaffold_18	1261230	1310287	0.020247	0.009087	0.004865
scaffold_18	1261312	1311522	0.021589	0.009489	0.005138
scaffold_18	1261692	1311540	-0.033997	-0.015040	-0.008108
scaffold_18	1261972	1311779	-0.054062	-0.023368	-0.012532
scaffold_18	1261984	1312515	-0.112435	-0.048152	-0.025616
scaffold_18	1262102	1312587	-0.143174	-0.064012	-0.034019
scaffold_18	1263845	1312859	-0.158605	-0.070202	-0.037376
scaffold_18	1265306	1313401	-0.129545	-0.056738	-0.030016
scaffold_18	1266403	1314690	-0.114607	-0.050000	-0.026693
scaffold_18	1267925	1317123	-0.122867	-0.055706	-0.028892
scaffold_18	1268153	1318447	-0.209059	-0.093750	-0.048096
scaffold_18	1270202	1318499	-0.216477	-0.098367	-0.050000
scaffold_18	1270802	1322941	-0.215726	-0.097813	-0.048511
scaffold_18	1272744	1328633	-0.203066	-0.079755	-0.043438
scaffold_18	1274190	1334070	-0.195426	-0.065255	-0.038860
scaffold_18	1275902	1335068	-0.197506	-0.067041	-0.039172
scaffold_18	1276466	1335530	-0.159329	-0.056899	-0.033282
scaffold_18	1277292	1336343	-0.177465	-0.062818	-0.035431
scaffold_18	1277293	1336998	-0.225088	-0.077552	-0.043105
scaffold_18	1278681	1337037	-0.232572	-0.079703	-0.043878
scaffold_18	1278823	1339747	-0.219467	-0.069575	-0.039557
scaffold_18	1282572	1339755	-0.227159	-0.071555	-0.040624
scaffold_18	1283860	1339923	-0.222868	-0.071785	-0.040245
scaffold_18	1286665	1340957	-0.236842	-0.076391	-0.042872
scaffold_18	1286742	1341410	-0.229945	-0.078353	-0.044520
scaffold_18	1287147	1343986	-0.189518	-0.060425	-0.033517
scaffold_18	1287653	1348705	-0.192426	-0.059758	-0.033898
scaffold_18	1287876	1349548	-0.183316	-0.056796	-0.031877
scaffold_18	1287877	1349698	-0.196954	-0.061981	-0.034892
scaffold_18	1288450	1350974	-0.180180	-0.056729	-0.032086
scaffold_18	1296356	1354900	-0.221145	-0.071721	-0.040555
scaffold_18	1297179	1357546	-0.221145	-0.073930	-0.042474
scaffold_18	1297415	1357570	-0.215428	-0.074158	-0.042676
scaffold_18	1298553	1357598	-0.215428	-0.074158	-0.042740
scaffold_18	1298733	1358296	-0.162990	-0.054348	-0.031579
scaffold_18	1298770	1359143	-0.197024	-0.066601	-0.038608
scaffold_18	1299021	1366068	-0.200522	-0.064263	-0.037608
scaffold_18	1300131	1366556	-0.205145	-0.065687	-0.037756
scaffold_18	1302767	1367536	-0.216181	-0.069466	-0.039632
scaffold_18	1303145	1368772	-0.172470	-0.057022	-0.033232
scaffold_18	1303741	1369393	-0.199871	-0.068484	-0.039366
scaffold_18	1304575	1370187	-0.201997	-0.072119	-0.040725
scaffold_18	1305462	1371623	-0.222695	-0.079930	-0.045355
scaffold_18	1305568	1372449	-0.163021	-0.055770	-0.032108
scaffold_18	1307154	1372886	-0.198574	-0.068759	-0.039267
scaffold_18	1307176	1373175	-0.168327	-0.057996	-0.033827
scaffold_18	1307475	1374128	-0.197115	-0.070812	-0.039883
scaffold_18	1308040	1376087	-0.211881	-0.073793	-0.041561
scaffold_18	1309931	1377373	-0.213779	-0.072633	-0.040313
scaffold_18	1310287	1378565	-0.206445	-0.072618	-0.040188
scaffold_18	1311522	1379041	-0.173957	-0.060403	-0.033681
scaffold_18	1311540	1379470	-0.180851	-0.062180	-0.034323
scaffold_18	1311779	1384373	-0.202957	-0.066886	-0.036732
scaffold_18	1312515	1385146	-0.189762	-0.062365	-0.034257
scaffold_18	1312587	1385342	-0.080236	-0.027018	-0.015110
scaffold_18	1312859	1386815	-0.021119	-0.006211	-0.003609
scaffold_18	1313401	1387031	0.062266	0.019279	0.011307
scaffold_18	1314690	1389640	0.073613	0.019467	0.012285
scaffold_18	1317123	1390399	0.067974	0.017871	0.011291
scaffold_18	1318447	1390901	0.053209	0.014570	0.009255
scaffold_18	1318499	1394832	0.109916	0.028512	0.018356
scaffold_18	1322941	1395305	0.111665	0.029144	0.018679
scaffold_18	1328633	1396318	0.105105	0.027301	0.017872
scaffold_18	1334070	1396888	0.073465	0.021439	0.013529
scaffold_18	1335068	1404597	0.055574	0.018695	0.011223
scaffold_18	1335530	1404660	0.012153	0.004330	0.002612
scaffold_18	1336343	1405164	-0.014798	-0.005035	-0.003027
scaffold_18	1336998	1407613	-0.030107	-0.010114	-0.006221
scaffold_18	1337037	1414490	0.002820	0.000870	0.000554
scaffold_18	1339747	1414543	0.002805	0.000870	0.000554
scaffold_18	1339755	1414621	0.000917	0.000305	0.000191
scaffold_18	1339923	1417550	0.011836	0.003735	0.002372
scaffold_18	1340957	1423895	-0.032749	-0.010541	-0.006460
scaffold_18	1341410	1426244	-0.049264	-0.015804	-0.009525
scaffold_18	1343986	1426434	-0.030100	-0.009761	-0.005913
scaffold_18	1348705	1433063	0.003344	0.000998	0.000637
scaffold_18	1349548	1445054	0.021121	0.006352	0.004045
scaffold_18	1349698	1447157	0.016882	0.004971	0.003210
scaffold_18	1350974	1449058	0.044193	0.011883	0.007916
scaffold_18	1354900	1449348	0.029344	0.007816	0.005202
scaffold_18	1357546	1449371	0.075044	0.019567	0.013275
scaffold_18	1357570	1449390	0.107396	0.028048	0.019121
scaffold_18	1357598	1449614	0.108191	0.027385	0.018636
scaffold_18	1358296	1449724	0.142769	0.035623	0.024298
scaffold_18	1359143	1450421	0.154084	0.038275	0.025994
scaffold_18	1366068	1450633	0.178389	0.042897	0.029231
scaffold_18	1366556	1451100	0.188452	0.046953	0.031946
scaffold_18	1367536	1451158	0.200631	0.050142	0.034726
scaffold_18	1368772	1451924	0.202908	0.049195	0.034174
scaffold_18	1369393	1452587	0.176471	0.042153	0.028443
scaffold_18	1370187	1452997	0.199478	0.046565	0.031569
scaffold_18	1371623	1453020	0.203540	0.047303	0.032183
scaffold_18	1372449	1454195	0.194216	0.044824	0.030298
scaffold_18	1372886	1454672	0.181608	0.041356	0.027935
scaffold_18	1373175	1455672	0.209884	0.047702	0.032674
scaffold_18	1374128	1456893	0.190023	0.043449	0.029475
scaffold_18	1376087	1457143	0.236975	0.052374	0.036417
scaffold_18	1377373	1458069	0.143582	0.033209	0.022914
scaffold_18	1378565	1458278	0.163085	0.037877	0.026490
scaffold_18	1379041	1467133	0.168603	0.038207	0.026708
scaffold_18	1379470	1469597	0.152884	0.035165	0.024671
scaffold_18	1384373	1469850	0.118624	0.027660	0.019324
scaffold_18	1385146	1470334	0.179911	0.042845	0.030105
scaffold_18	1385342	1471458	0.158641	0.037956	0.026661
scaffold_18	1386815	1473922	0.087289	0.020386	0.014141
scaffold_18	1387031	1474565	0.038927	0.009802	0.006686
scaffold_18	1389640	1477230	-0.030351	-0.007227	-0.004911
scaffold_18	1390399	1484118	-0.007419	-0.001917	-0.001261
scaffold_18	1390901	1484383	-0.007419	-0.001960	-0.001281
scaffold_18	1394832	1484463	0.003882	0.000992	0.000647
scaffold_18	1395305	1484465	0.009649	0.002535	0.001642
scaffold_18	1396318	1484502	0.016425	0.004323	0.002815
scaffold_18	1396888	1484641	0.029665	0.007965	0.005165
scaffold_18	1404597	1484674	0.049117	0.013151	0.008536
scaffold_18	1404660	1484860	0.073940	0.020576	0.013333
scaffold_18	1405164	1484863	0.129813	0.034501	0.022752
scaffold_18	1407613	1484929	0.133356	0.035851	0.023553
scaffold_18	1414490	1484982	0.172106	0.046583	0.031064
scaffold_18	1414543	1484995	0.151110	0.044743	0.029297
scaffold_18	1414621	1485042	0.153300	0.045028	0.029490
scaffold_18	1417550	1485242	0.172290	0.049813	0.032733
scaffold_18	1423895	1485294	0.174069	0.053554	0.034727
scaffold_18	1426244	1485295	0.261217	0.078748	0.053870
scaffold_18	1426434	1485386	0.302657	0.092711	0.065288
scaffold_18	1433063	1485674	0.292854	0.088684	0.062422
scaffold_18	1445054	1488149	0.267409	0.088995	0.060919
scaffold_18	1447157	1491412	0.222179	0.073455	0.050793
scaffold_18	1449058	1491959	0.222182	0.080079	0.055419
scaffold_18	1449348	1492064	0.193340	0.081744	0.054348
scaffold_18	1449371	1492106	0.211134	0.091530	0.060799
scaffold_18	1449390	1492115	0.209016	0.093321	0.061893
scaffold_18	1449614	1492182	0.183322	0.083719	0.055133
scaffold_18	1449724	1492261	0.136319	0.064015	0.042017
scaffold_18	1450421	1492275	0.121712	0.058608	0.038636
scaffold_18	1450633	1492552	0.109814	0.052992	0.035377
scaffold_18	1451100	1492561	0.109953	0.053382	0.035561
scaffold_18	1451158	1492616	0.098282	0.048019	0.031790
scaffold_18	1451924	1492619	0.072973	0.037224	0.024680
scaffold_18	1452587	1492635	0.004244	0.002470	0.001590
scaffold_18	1452997	1492743	0.027802	0.016064	0.010955
scaffold_18	1453020	1492767	0.027421	0.016343	0.011042
scaffold_18	1454195	1492878	0.043050	0.025875	0.017371
scaffold_18	1454672	1492969	0.055525	0.034359	0.023542
scaffold_18	1455672	1493087	0.036725	0.023722	0.016129
scaffold_18	1456893	1494440	0.038906	0.024160	0.016476
scaffold_18	1457143	1495649	0.020776	0.012860	0.008708
scaffold_18	1458069	1496632	0.062535	0.037500	0.026033
scaffold_18	1458278	1497607	0.128394	0.073867	0.050842
scaffold_18	1467133	1497637	0.107265	0.063808	0.043798
scaffold_18	1469597	1499014	0.155116	0.099687	0.069835
scaffold_18	1469850	1499255	0.167769	0.108382	0.074797
scaffold_18	1470334	1500429	0.202163	0.123225	0.085896
scaffold_18	1471458	1500732	0.189076	0.116460	0.080616
scaffold_18	1473922	1500757	0.193467	0.121515	0.083756
scaffold_18	1474565	1502434	0.161157	0.092901	0.065945
scaffold_18	1477230	1504232	0.213185	0.118741	0.084464
scaffold_18	1484118	1506898	0.207759	0.114762	0.082112
scaffold_18	1484383	1507874	0.172043	0.107623	0.076160
scaffold_18	1484463	1508550	0.141093	0.089787	0.062040
scaffold_18	1484465	1508998	0.150087	0.095344	0.065300
scaffold_18	1484502	1508999	0.158895	0.100656	0.069225
scaffold_18	1484641	1510364	0.150609	0.093211	0.062230
scaffold_18	1484674	1513687	0.155023	0.093914	0.060168
scaffold_18	1484860	1515683	0.145470	0.086528	0.055574
scaffold_18	1484863	1515809	0.139474	0.082597	0.053018
scaffold_18	1484929	1518149	0.131858	0.075635	0.048518
scaffold_18	1484982	1520523	0.126335	0.061472	0.041460
scaffold_18	1484995	1520798	0.112100	0.055022	0.036543
scaffold_18	1485042	1520799	0.097865	0.048544	0.031866
scaffold_18	1485242	1520937	0.116157	0.054778	0.036852
scaffold_18	1485294	1521151	0.108370	0.050868	0.033875
scaffold_18	1485295	1522465	0.085714	0.040425	0.026902
scaffold_18	1485386	1522637	0.077729	0.036460	0.024237
scaffold_18	1485674	1526309	0.077729	0.035743	0.022920
scaffold_18	1488149	1529125	0.073130	0.032980	0.021460
scaffold_18	1491412	1529496	0.075063	0.034021	0.022356
scaffold_18	1491959	1530021	0.092492	0.043183	0.027692
scaffold_18	1492064	1531014	0.077414	0.036416	0.023093
scaffold_18	1492106	1532046	0.088052	0.039791	0.025404
scaffold_18	1492115	1532161	0.073171	0.033172	0.021123
scaffold_18	1492182	1532511	0.062808	0.027665	0.017557
scaffold_18	1492261	1533088	0.063733	0.028260	0.017912
scaffold_18	1492275	1533273	0.052505	0.023858	0.014830
scaffold_18	1492552	1533303	0.062210	0.027549	0.017127
scaffold_18	1492561	1534449	0.042975	0.019502	0.011893
scaffold_18	1492616	1534678	0.041221	0.018821	0.011442
scaffold_18	1492619	1536100	0.036123	0.016591	0.010121
scaffold_18	1492635	1537190	0.052057	0.022727	0.013797
scaffold_18	1492743	1538072	0.141201	0.057238	0.035576
scaffold_18	1492767	1538908	0.175190	0.072010	0.045073
scaffold_18	1492878	1543272	0.254986	0.102631	0.064344
scaffold_18	1492969	1543305	0.232638	0.093293	0.058028
scaffold_18	1493087	1543306	0.220350	0.087368	0.053634
scaffold_18	1494440	1543325	0.166920	0.069213	0.042021
scaffold_18	1495649	1543358	0.156737	0.068758	0.040724
scaffold_18	1496632	1543838	0.184186	0.080586	0.047953
