chr	windowStart	windowEnd	D	f_d	f_dM	d_f
scaffold_18	1310144	1366556	-0.012274	-0.005019	-0.002940	-0.008384
scaffold_18	1311779	1370187	-0.017547	-0.006833	-0.003918	-0.011104
scaffold_18	1313401	1372886	0.107662	0.039223	0.022745	0.066415
scaffold_18	1318499	1376087	0.016993	0.006776	0.003774	0.010383
scaffold_18	1335068	1379470	-0.094139	-0.064341	-0.027871	-0.056956
scaffold_18	1337037	1387031	0.004094	0.002203	0.001189	0.002711
scaffold_18	1341410	1395305	0.061415	0.026150	0.016071	0.045067
scaffold_18	1348705	1397701	0.053777	0.022831	0.015041	0.040123
scaffold_18	1354900	1405164	-0.020619	-0.008690	-0.005674	-0.014324
scaffold_18	1359143	1413349	-0.032662	-0.011772	-0.007726	-0.023026
scaffold_18	1367536	1417027	0.066631	0.022902	0.015879	0.045133
scaffold_18	1370485	1426434	0.061682	0.019360	0.012992	0.040078
scaffold_18	1373175	1433063	0.094037	0.026732	0.018442	0.060687
scaffold_18	1377373	1449058	0.209446	0.052484	0.037461	0.133708
scaffold_18	1384373	1449686	0.230289	0.056129	0.040713	0.142955
scaffold_18	1389640	1451158	0.150953	0.038151	0.027023	0.088516
scaffold_18	1395337	1454195	0.052656	0.015583	0.009492	0.029550
scaffold_18	1398620	1457143	0.057969	0.018517	0.010929	0.030316
scaffold_18	1406892	1467133	0.082408	0.025483	0.015273	0.043718
scaffold_18	1414073	1470334	0.156694	0.054490	0.033140	0.081768
scaffold_18	1417550	1474565	0.044006	0.016622	0.009624	0.023885
scaffold_18	1427268	1484118	0.080536	0.031180	0.018789	0.046318
scaffold_18	1433762	1484641	-0.060737	-0.031413	-0.017477	-0.037023
scaffold_18	1449348	1484982	-0.190009	-0.134409	-0.068348	-0.121160
scaffold_18	1449724	1485295	-0.240997	-0.185137	-0.093788	-0.160701
scaffold_18	1451924	1491959	-0.256641	-0.209826	-0.104332	-0.180461
scaffold_18	1454567	1492261	-0.187872	-0.192415	-0.106197	-0.131556
scaffold_18	1457565	1492616	-0.156154	-0.163582	-0.095391	-0.109148
scaffold_18	1467343	1492767	-0.162568	-0.207293	-0.117052	-0.116191
scaffold_18	1471458	1495649	-0.149554	-0.176909	-0.100056	-0.102310
scaffold_18	1475583	1499014	-0.078220	-0.096666	-0.055197	-0.052490
scaffold_18	1484383	1501112	-0.082147	-0.112230	-0.061577	-0.048963
scaffold_18	1484674	1507874	-0.049202	-0.055383	-0.031986	-0.027975
scaffold_18	1484995	1510364	0.035782	0.035770	0.020233	0.019702
scaffold_18	1485386	1516550	0.109822	0.096033	0.052435	0.057867
scaffold_18	1492064	1520798	0.086220	0.057499	0.033588	0.042094
scaffold_18	1492275	1522465	0.086584	0.045877	0.026923	0.040770
scaffold_18	1492619	1529125	0.137312	0.066706	0.038245	0.070487
scaffold_18	1492878	1532161	0.170800	0.075774	0.044165	0.080963
scaffold_18	1496632	1534449	0.026413	0.013731	0.007491	0.012453
scaffold_18	1499255	1538908	0.082510	0.038748	0.021895	0.038192
scaffold_18	1502434	1543305	0.095303	0.046392	0.025080	0.054054
scaffold_18	1508550	1546314	0.043268	0.020513	0.011205	0.025172
scaffold_18	1513687	1551523	0.065048	0.033388	0.018255	0.037631
scaffold_18	1518149	1555352	0.067889	0.037294	0.020563	0.036101
scaffold_18	1520799	1557162	0.027002	0.017468	0.008336	0.014434
scaffold_18	1522637	1559869	0.031295	0.021301	0.009903	0.016834
scaffold_18	1529496	1566079	-0.093340	-0.060115	-0.029414	-0.051260
scaffold_18	1532511	1568160	0.030897	0.019718	0.009880	0.019114
scaffold_18	1534678	1571162	0.058472	0.032892	0.016384	0.036413
scaffold_18	1539052	1578044	0.029739	0.014662	0.007426	0.018679
scaffold_18	1543306	1580149	0.052535	0.022017	0.012343	0.032356
scaffold_18	1549938	1587564	-0.005087	-0.002391	-0.001272	-0.003155
scaffold_18	1552753	1592459	-0.040002	-0.016880	-0.009259	-0.023539
scaffold_18	1556667	1595944	0.081473	0.033746	0.020034	0.055498
scaffold_18	1557731	1600824	0.130986	0.051861	0.032392	0.085367
scaffold_18	1562476	1602609	0.115113	0.049375	0.030376	0.078492
scaffold_18	1566538	1604998	0.229855	0.102687	0.063591	0.157235
scaffold_18	1568516	1612734	0.177636	0.072054	0.043328	0.107564
scaffold_18	1571343	1622579	0.243026	0.095559	0.058269	0.155442
scaffold_18	1578921	1626927	0.210703	0.084246	0.051180	0.131534
scaffold_18	1581590	1629599	0.160477	0.071706	0.041790	0.099070
scaffold_18	1587938	1631891	0.335298	0.131975	0.082942	0.207908
scaffold_18	1592860	1638049	0.380027	0.154453	0.097651	0.262597
scaffold_18	1597055	1646032	0.240738	0.096386	0.056063	0.152881
scaffold_18	1600856	1646436	0.302189	0.143966	0.084653	0.223614
scaffold_18	1603043	1651474	0.365533	0.154202	0.098983	0.265330
scaffold_18	1607381	1655350	0.323005	0.133227	0.082817	0.226892
scaffold_18	1616169	1656486	0.341882	0.152532	0.100185	0.223457
scaffold_18	1623711	1658133	0.348945	0.167790	0.113240	0.210848
scaffold_18	1627280	1661519	0.395196	0.228553	0.155795	0.253433
scaffold_18	1629640	1672960	0.420367	0.226732	0.152751	0.271989
scaffold_18	1631902	1676321	0.386074	0.216392	0.134497	0.245780
scaffold_18	1642300	1682310	0.293567	0.171132	0.105248	0.179389
scaffold_18	1646056	1683129	0.273311	0.172346	0.105186	0.159064
scaffold_18	1646455	1683445	0.250648	0.156863	0.096054	0.141326
scaffold_18	1651495	1686418	0.230725	0.159749	0.091382	0.120390
scaffold_18	1656212	1692048	0.216518	0.161935	0.095477	0.113653
scaffold_18	1656639	1694640	0.179523	0.141176	0.080564	0.109765
scaffold_18	1658736	1695968	0.159430	0.128405	0.074134	0.105398
scaffold_18	1662052	1704288	0.084136	0.062193	0.031089	0.052700
scaffold_18	1673085	1712571	0.049379	0.034499	0.016173	0.029873
scaffold_18	1677091	1714062	0.064937	0.045224	0.023101	0.038560
scaffold_18	1682338	1719284	0.096870	0.067217	0.030260	0.056266
scaffold_18	1683186	1720401	0.153687	0.111274	0.050223	0.100706
scaffold_18	1684834	1725095	0.059598	0.035944	0.016595	0.038134
scaffold_18	1687848	1730224	0.004657	0.002525	0.001212	0.003128
scaffold_18	1692608	1734706	0.049335	0.025270	0.012077	0.035359
scaffold_18	1694722	1738077	0.066451	0.030661	0.015029	0.040364
scaffold_18	1696680	1742725	0.086991	0.034883	0.017415	0.047900
scaffold_18	1704724	1743413	0.092662	0.039561	0.020644	0.050325
scaffold_18	1712598	1744065	0.082520	0.039553	0.020982	0.045442
scaffold_18	1714072	1745432	0.089387	0.047885	0.024445	0.050519
scaffold_18	1719632	1751341	0.089731	0.045217	0.024727	0.052182
scaffold_18	1720585	1753434	0.053732	0.022066	0.012555	0.030257
scaffold_18	1726336	1761179	0.061581	0.020218	0.012564	0.035538
scaffold_18	1731232	1764160	0.151152	0.046158	0.028439	0.062471
scaffold_18	1734720	1769806	0.052820	0.014674	0.008837	0.018207
scaffold_18	1738222	1770211	-0.000395	-0.000114	-0.000068	-0.000148
scaffold_18	1743123	1775275	-0.250612	-0.083818	-0.046207	-0.109285
scaffold_18	1744025	1794883	-0.162347	-0.043065	-0.024547	-0.074215
scaffold_18	1744069	1799310	-0.158628	-0.042457	-0.024225	-0.075464
scaffold_18	1747207	1803989	-0.258205	-0.056395	-0.033291	-0.122617
scaffold_18	1751829	1805636	-0.222275	-0.056287	-0.033081	-0.107241
scaffold_18	1753687	1806849	-0.277197	-0.083019	-0.048149	-0.139139
scaffold_18	1761545	1807675	-0.157442	-0.062999	-0.034104	-0.083147
scaffold_18	1766478	1809506	-0.134639	-0.054288	-0.030544	-0.096044
scaffold_18	1770083	1820354	-0.141428	-0.057042	-0.032914	-0.115679
scaffold_18	1771025	1823487	-0.106179	-0.042002	-0.024137	-0.089907
scaffold_18	1785507	1826072	0.066789	0.025235	0.015994	0.054453
scaffold_18	1795245	1829981	-0.031319	-0.014048	-0.008651	-0.024554
scaffold_18	1800149	1835178	0.001817	0.000802	0.000503	0.001305
scaffold_18	1804486	1839564	0.038166	0.020726	0.012367	0.027036
scaffold_18	1805639	1846193	0.029485	0.014049	0.008455	0.018232
scaffold_18	1807035	1852147	0.299126	0.133400	0.085925	0.197457
scaffold_18	1807899	1858075	0.271524	0.098537	0.061131	0.164041
scaffold_18	1815672	1860459	0.261486	0.107735	0.064155	0.156303
scaffold_18	1822173	1862371	0.233596	0.106279	0.063512	0.146257
scaffold_18	1824197	1867368	0.189552	0.095224	0.055567	0.117833
scaffold_18	1826379	1875069	0.131652	0.066716	0.037213	0.083971
scaffold_18	1831907	1877443	0.081013	0.046359	0.025574	0.052258
scaffold_18	1837060	1880531	0.114105	0.070673	0.038215	0.081671
scaffold_18	1843689	1883602	0.062454	0.040453	0.021863	0.045586
scaffold_18	1848232	1887923	-0.024884	-0.016940	-0.009242	-0.020998
scaffold_18	1853801	1891627	-0.324934	-0.222871	-0.110207	-0.271152
scaffold_18	1858291	1893989	-0.304688	-0.262515	-0.127598	-0.251977
scaffold_18	1860546	1896451	-0.193801	-0.162807	-0.081472	-0.159181
scaffold_18	1863185	1904214	-0.196954	-0.153526	-0.076372	-0.162867
scaffold_18	1871390	1907708	-0.193671	-0.139680	-0.072823	-0.162036
scaffold_18	1875204	1908992	-0.188146	-0.140844	-0.075946	-0.155308
scaffold_18	1878106	1910560	-0.147286	-0.097589	-0.055922	-0.113776
scaffold_18	1881592	1913820	-0.043461	-0.028314	-0.017015	-0.033767
scaffold_18	1885190	1917476	0.112461	0.068401	0.044345	0.088282
scaffold_18	1889099	1923329	0.196375	0.109867	0.069693	0.135295
scaffold_18	1892269	1929624	0.350254	0.195178	0.127904	0.235955
scaffold_18	1895076	1931552	0.309471	0.171330	0.104443	0.212899
scaffold_18	1897282	1936133	0.245654	0.126666	0.078183	0.165371
scaffold_18	1904678	1942779	0.307107	0.139882	0.089128	0.202355
scaffold_18	1907743	1950874	0.177670	0.072923	0.047278	0.121389
scaffold_18	1909448	1953067	0.272305	0.110060	0.073159	0.190643
scaffold_18	1910838	1957203	0.230141	0.097846	0.061961	0.176409
scaffold_18	1914922	1958498	0.040632	0.018219	0.010739	0.030831
scaffold_18	1918394	1961178	-0.055552	-0.025653	-0.014498	-0.040102
scaffold_18	1923728	1964442	-0.048823	-0.024494	-0.013962	-0.038046
scaffold_18	1929680	1969299	-0.003457	-0.001595	-0.000971	-0.002748
scaffold_18	1932042	1978827	0.123495	0.050858	0.034062	0.098984
scaffold_18	1936610	1979665	0.138405	0.059222	0.039267	0.108399
scaffold_18	1943807	1983591	0.109344	0.051296	0.033826	0.085228
scaffold_18	1952224	1987089	0.149794	0.082809	0.051391	0.115530
scaffold_18	1954347	1990187	0.033629	0.019095	0.011306	0.025221
scaffold_18	1957618	1993799	0.073082	0.039841	0.024702	0.054404
scaffold_18	1958499	2000209	0.191401	0.084667	0.057342	0.142387
scaffold_18	1961184	2010217	0.130991	0.056907	0.035990	0.101354
scaffold_18	1965209	2020386	0.214370	0.084463	0.051435	0.181786
scaffold_18	1969782	2024453	0.268124	0.109642	0.066852	0.222044
scaffold_18	1978829	2031971	0.291752	0.115882	0.071954	0.237401
scaffold_18	1979815	2034469	0.184798	0.071249	0.043275	0.161921
scaffold_18	1984840	2035347	0.033402	0.016991	0.009481	0.029054
scaffold_18	1987241	2036852	-0.099755	-0.061339	-0.031937	-0.084040
scaffold_18	1990780	2041278	-0.057719	-0.030519	-0.016162	-0.049033
scaffold_18	1994890	2044696	-0.037971	-0.019541	-0.010351	-0.031359
scaffold_18	2000415	2046763	-0.080302	-0.043563	-0.021676	-0.063464
scaffold_18	2013094	2050286	-0.125486	-0.072766	-0.034179	-0.089235
scaffold_18	2021259	2057447	-0.029720	-0.018799	-0.009269	-0.020032
scaffold_18	2027128	2065877	-0.106169	-0.057819	-0.028332	-0.069792
scaffold_18	2033192	2068476	-0.182087	-0.105836	-0.048402	-0.102354
scaffold_18	2034982	2073882	0.016026	0.008877	0.004397	0.009234
scaffold_18	2035348	2078156	0.156618	0.065913	0.035943	0.084711
scaffold_18	2037097	2079254	0.504458	0.185456	0.112243	0.270156
scaffold_18	2043317	2084739	0.468903	0.183742	0.112550	0.250136
scaffold_18	2044699	2092104	0.427314	0.172641	0.103372	0.222439
scaffold_18	2047424	2097446	0.405684	0.171190	0.106854	0.224271
scaffold_18	2051991	2098817	0.515285	0.202765	0.136890	0.271613
scaffold_18	2063520	2101085	0.493823	0.176951	0.121271	0.273028
scaffold_18	2065975	2109468	0.558760	0.220030	0.153755	0.327213
scaffold_18	2068688	2113444	0.538582	0.224115	0.153067	0.383096
scaffold_18	2076140	2139534	0.410890	0.176824	0.117056	0.281876
scaffold_18	2078234	2140717	0.336431	0.157987	0.100919	0.229638
scaffold_18	2082351	2144310	0.107540	0.048081	0.028360	0.072095
scaffold_18	2084776	2149343	0.256861	0.121178	0.070248	0.174809
scaffold_18	2095206	2153359	0.326509	0.151026	0.091561	0.231087
scaffold_18	2097734	2157123	0.314438	0.140570	0.083635	0.225556
scaffold_18	2098950	2162666	0.330101	0.139956	0.086743	0.286489
scaffold_18	2103747	2164290	0.243344	0.107831	0.064287	0.211469
scaffold_18	2109606	2170446	-0.012386	-0.005610	-0.003250	-0.010321
scaffold_18	2113458	2184049	-0.060615	-0.026385	-0.015351	-0.048968
scaffold_18	2140366	2186434	0.132835	0.063428	0.038837	0.111561
scaffold_18	2140901	2189255	0.232027	0.111574	0.069089	0.179385
scaffold_18	2146868	2189531	0.377522	0.175223	0.113940	0.287102
scaffold_18	2150937	2189753	0.348103	0.178946	0.119593	0.258228
scaffold_18	2154332	2192460	0.305700	0.177022	0.118304	0.234196
scaffold_18	2158624	2196283	0.301008	0.185849	0.125744	0.217034
scaffold_18	2163396	2197650	0.268465	0.185460	0.116792	0.193924
scaffold_18	2164317	2199393	0.293411	0.204636	0.129938	0.215733
scaffold_18	2170454	2200786	0.378276	0.302711	0.187217	0.281602
scaffold_18	2186002	2201911	0.348722	0.318930	0.198306	0.265640
scaffold_18	2186944	2205068	0.194294	0.190035	0.108781	0.144295
scaffold_18	2189405	2208367	0.197338	0.191277	0.114105	0.157434
scaffold_18	2189718	2211417	0.145864	0.145637	0.083028	0.116769
scaffold_18	2189775	2214383	0.066060	0.062858	0.035944	0.053734
scaffold_18	2192569	2219990	0.074390	0.062880	0.035994	0.060592
scaffold_18	2196815	2225027	0.119386	0.093442	0.056291	0.103039
scaffold_18	2198075	2226359	0.095786	0.069379	0.044990	0.081205
scaffold_18	2199394	2228168	0.022047	0.016049	0.010315	0.018435
scaffold_18	2200944	2229147	-0.024554	-0.019153	-0.011768	-0.020319
scaffold_18	2202107	2233269	0.038335	0.031011	0.019474	0.030886
scaffold_18	2205122	2237858	0.091328	0.072453	0.044987	0.067023
scaffold_18	2209996	2238821	-0.009575	-0.008365	-0.004918	-0.006800
scaffold_18	2213112	2244189	0.004365	0.003701	0.002242	0.003152
scaffold_18	2214406	2253204	0.016543	0.011101	0.006686	0.011956
scaffold_18	2220254	2261626	-0.085124	-0.046055	-0.028084	-0.061170
scaffold_18	2225073	2267050	-0.088109	-0.046812	-0.026564	-0.057963
scaffold_18	2227152	2273583	-0.010379	-0.005593	-0.003132	-0.006889
scaffold_18	2228215	2284759	0.010818	0.005041	0.002825	0.006818
scaffold_18	2229479	2288034	-0.028367	-0.013308	-0.007034	-0.016292
scaffold_18	2235617	2290548	-0.002366	-0.001049	-0.000551	-0.001351
scaffold_18	2237896	2291544	-0.070102	-0.030609	-0.016071	-0.041912
scaffold_18	2242110	2292254	-0.053305	-0.023733	-0.012531	-0.031275
scaffold_18	2251090	2294347	-0.054341	-0.024999	-0.013240	-0.030215
scaffold_18	2254204	2297017	-0.080723	-0.042651	-0.021712	-0.043485
scaffold_18	2262902	2304247	-0.067051	-0.039258	-0.019550	-0.035967
scaffold_18	2268510	2312268	-0.181463	-0.104104	-0.051433	-0.100153
scaffold_18	2277614	2316283	-0.090060	-0.052893	-0.025192	-0.050556
scaffold_18	2285403	2318626	0.021178	0.015342	0.007610	0.013226
scaffold_18	2288292	2322027	0.123328	0.083272	0.046712	0.074654
scaffold_18	2291176	2324666	0.092591	0.064465	0.034789	0.057257
scaffold_18	2291720	2329859	0.160295	0.107580	0.060170	0.100850
scaffold_18	2292282	2337852	0.097100	0.051273	0.027870	0.064700
scaffold_18	2294501	2339817	0.182561	0.097854	0.054167	0.134751
scaffold_18	2299103	2348220	0.192057	0.094981	0.050837	0.144102
scaffold_18	2304331	2351877	0.299995	0.160991	0.086057	0.221188
scaffold_18	2313919	2354882	0.220626	0.123875	0.064630	0.162024
scaffold_18	2316855	2361106	0.195485	0.098840	0.053081	0.146924
scaffold_18	2320230	2361733	0.123588	0.063245	0.030041	0.085616
scaffold_18	2322935	2362201	0.101562	0.053515	0.025185	0.077896
scaffold_18	2324667	2365287	0.170256	0.090244	0.045408	0.130941
scaffold_18	2330157	2370536	0.085377	0.043134	0.021065	0.065906
scaffold_18	2337885	2372980	0.186102	0.103734	0.052951	0.144607
scaffold_18	2340388	2376188	0.110929	0.052860	0.027783	0.082912
scaffold_18	2348573	2377617	0.073532	0.039578	0.020990	0.054041
scaffold_18	2353105	2378262	0.043025	0.024159	0.012886	0.032494
scaffold_18	2355642	2380467	0.084104	0.050328	0.026228	0.062062
scaffold_18	2361332	2383906	0.014285	0.008662	0.004225	0.009778
scaffold_18	2361740	2385361	-0.117290	-0.072407	-0.038649	-0.085690
scaffold_18	2362256	2385656	-0.069067	-0.043397	-0.023928	-0.052003
scaffold_18	2365599	2388519	-0.093482	-0.057368	-0.031518	-0.068472
scaffold_18	2370783	2388901	-0.071345	-0.047641	-0.026587	-0.052607
scaffold_18	2373288	2391190	-0.159380	-0.112814	-0.058091	-0.115553
scaffold_18	2376543	2393775	-0.085569	-0.069342	-0.032833	-0.063063
scaffold_18	2377684	2403625	0.026100	0.019484	0.009869	0.020024
scaffold_18	2378309	2407025	-0.041362	-0.030062	-0.015030	-0.031863
scaffold_18	2380468	2408164	0.049261	0.034091	0.018598	0.040117
scaffold_18	2383936	2409585	0.007315	0.006000	0.003319	0.006166
scaffold_18	2385377	2413130	0.147449	0.120738	0.062561	0.108010
scaffold_18	2387809	2413897	0.146522	0.115247	0.058342	0.101846
scaffold_18	2388530	2416424	0.119998	0.091162	0.045375	0.070972
scaffold_18	2389044	2421335	0.192818	0.125135	0.063333	0.112433
scaffold_18	2391763	2421726	0.241284	0.148976	0.077460	0.133042
scaffold_18	2394092	2423987	0.172255	0.107953	0.058761	0.091469
scaffold_18	2404143	2450625	-0.044908	-0.025893	-0.014031	-0.022525
scaffold_18	2407108	2451858	0.063352	0.032489	0.018405	0.024938
scaffold_18	2408196	2452258	-0.168725	-0.082595	-0.048654	-0.073025
scaffold_18	2409749	2453367	-0.123250	-0.051689	-0.034737	-0.057706
scaffold_18	2413252	2454181	-0.259729	-0.125634	-0.089515	-0.152439
scaffold_18	2413910	2456740	-0.231958	-0.096371	-0.071222	-0.128421
scaffold_18	2419450	2457136	-0.313988	-0.151370	-0.106656	-0.204232
scaffold_18	2421337	2458610	-0.350893	-0.191242	-0.137579	-0.218648
scaffold_18	2422004	2460955	-0.305182	-0.170231	-0.123080	-0.198207
scaffold_18	2424105	2462948	-0.347659	-0.187718	-0.135370	-0.225915
scaffold_18	2450998	2463702	-0.312615	-0.174677	-0.127194	-0.204259
scaffold_18	2451874	2466330	-0.352097	-0.208011	-0.147763	-0.274254
scaffold_18	2452326	2466413	-0.328661	-0.215407	-0.148990	-0.247701
scaffold_18	2453421	2467559	-0.328156	-0.265131	-0.163498	-0.237977
scaffold_18	2454279	2469196	-0.236632	-0.176609	-0.113269	-0.158702
scaffold_18	2456981	2471422	-0.243605	-0.275664	-0.154747	-0.177051
scaffold_18	2457915	2474586	-0.132886	-0.126235	-0.076443	-0.098508
scaffold_18	2458984	2482516	-0.113873	-0.107559	-0.064718	-0.089540
scaffold_18	2461208	2483310	-0.025405	-0.024076	-0.015060	-0.019251
scaffold_18	2462979	2485031	0.125006	0.122826	0.079999	0.091657
scaffold_18	2463756	2486159	0.077176	0.084013	0.050615	0.056126
scaffold_18	2466351	2488321	0.138804	0.146257	0.091165	0.089908
scaffold_18	2466930	2491212	0.275787	0.266505	0.173510	0.161036
scaffold_18	2468091	2493435	0.261487	0.259273	0.153227	0.143753
scaffold_18	2469202	2496312	0.238603	0.240588	0.139714	0.133413
scaffold_18	2471762	2499296	0.250281	0.222526	0.125210	0.136609
scaffold_18	2475186	2505879	0.257474	0.190512	0.105242	0.130858
scaffold_18	2482549	2510996	0.408369	0.270540	0.163433	0.215750
scaffold_18	2483980	2512534	0.413476	0.250783	0.159316	0.224791
scaffold_18	2485034	2512693	0.260165	0.157129	0.094690	0.138441
scaffold_18	2486300	2513298	0.341159	0.194110	0.121375	0.181215
scaffold_18	2488352	2523027	0.245821	0.094728	0.065930	0.152359
scaffold_18	2491643	2524933	0.165575	0.061379	0.042212	0.107328
scaffold_18	2493655	2530893	0.271953	0.085403	0.062785	0.195937
scaffold_18	2496438	2532452	0.324900	0.104856	0.075589	0.225110
scaffold_18	2499710	2538092	0.322751	0.092286	0.066489	0.224067
scaffold_18	2507857	2539584	0.343456	0.102932	0.076142	0.247017
scaffold_18	2511002	2540148	0.252879	0.069552	0.051357	0.174759
scaffold_18	2512537	2542553	0.248545	0.068841	0.049631	0.163334
scaffold_18	2512813	2553778	0.384620	0.097219	0.070356	0.267472
scaffold_18	2513454	2557579	0.341517	0.076814	0.057454	0.241534
scaffold_18	2523969	2562369	0.393787	0.105971	0.074423	0.272703
scaffold_18	2525403	2564123	0.407971	0.116803	0.082632	0.300129
scaffold_18	2531559	2567883	0.273661	0.083391	0.057773	0.199492
scaffold_18	2532458	2569935	0.234687	0.065666	0.046856	0.168753
scaffold_18	2538311	2573454	0.255303	0.079798	0.058648	0.173425
scaffold_18	2539639	2579223	0.308059	0.095928	0.070473	0.220362
scaffold_18	2540532	2584498	0.265346	0.074899	0.055857	0.200083
scaffold_18	2543990	2589227	0.226058	0.049626	0.038497	0.179885
scaffold_18	2553940	2598870	0.120555	0.027469	0.021255	0.088168
scaffold_18	2557681	2602773	0.032725	0.009017	0.006725	0.023928
scaffold_18	2563255	2605709	0.103888	0.028456	0.021755	0.073816
scaffold_18	2564942	2606836	0.128211	0.036714	0.028077	0.085565
scaffold_18	2569447	2607507	0.148897	0.047046	0.035925	0.093659
scaffold_18	2569999	2608283	0.184568	0.064160	0.048565	0.120907
scaffold_18	2573455	2608372	0.167052	0.064095	0.048097	0.112812
scaffold_18	2579464	2609222	0.037064	0.015397	0.011429	0.024100
scaffold_18	2585262	2611701	0.054096	0.025592	0.018195	0.034613
scaffold_18	2590721	2613626	-0.036528	-0.030208	-0.017271	-0.023774
scaffold_18	2600724	2625371	0.041475	0.034000	0.020092	0.027467
scaffold_18	2602833	2628590	0.105534	0.081440	0.047206	0.061528
scaffold_18	2605842	2630549	0.142063	0.096609	0.059043	0.080497
scaffold_18	2606848	2635707	0.109335	0.062842	0.038765	0.063295
scaffold_18	2607724	2642656	0.185992	0.091419	0.059032	0.114869
scaffold_18	2608311	2644407	0.283816	0.131792	0.085260	0.176246
scaffold_18	2608397	2647254	0.369028	0.156437	0.104278	0.215307
scaffold_18	2609779	2648830	0.406099	0.170189	0.110186	0.233694
scaffold_18	2611997	2650748	0.461481	0.202156	0.132012	0.271391
scaffold_18	2615055	2651508	0.517293	0.241267	0.148294	0.313426
scaffold_18	2625848	2652369	0.332878	0.194632	0.111222	0.216758
scaffold_18	2629215	2653044	0.399813	0.246889	0.141405	0.292950
scaffold_18	2631063	2654503	0.363383	0.244123	0.129515	0.258284
scaffold_18	2638458	2655450	0.301250	0.223168	0.112099	0.215138
scaffold_18	2642678	2656419	0.371462	0.288245	0.145851	0.261571
scaffold_18	2644915	2657059	0.411776	0.339577	0.158258	0.276152
scaffold_18	2647766	2657677	0.388848	0.365401	0.153181	0.255557
scaffold_18	2648969	2657942	0.385830	0.385361	0.159574	0.257450
scaffold_18	2651155	2658572	0.351835	0.379469	0.148220	0.228268
scaffold_18	2651576	2660327	0.348591	0.356506	0.152231	0.220196
scaffold_18	2652805	2662752	0.348892	0.353672	0.142189	0.215531
scaffold_18	2653991	2663596	0.358078	0.371390	0.152567	0.219096
scaffold_18	2654509	2666065	0.339228	0.336715	0.132701	0.202182
scaffold_18	2655461	2669980	0.438644	0.392691	0.160701	0.259952
scaffold_18	2656446	2671603	0.410470	0.400451	0.150676	0.243682
scaffold_18	2657070	2674267	0.248909	0.228148	0.093766	0.148758
scaffold_18	2657710	2677183	0.146320	0.116941	0.053235	0.092887
scaffold_18	2657991	2679328	-0.024016	-0.018505	-0.008448	-0.015762
scaffold_18	2658722	2680870	0.099841	0.073214	0.036813	0.069823
scaffold_18	2661799	2681228	0.121306	0.096611	0.044161	0.084884
scaffold_18	2662885	2682637	0.287160	0.200547	0.102119	0.201454
scaffold_18	2664409	2684332	0.260075	0.178295	0.089710	0.186873
scaffold_18	2666693	2685751	0.251219	0.189785	0.100172	0.199580
scaffold_18	2670006	2687046	0.186792	0.157849	0.082616	0.141531
scaffold_18	2672779	2690894	0.127414	0.105441	0.054900	0.096728
scaffold_18	2674659	2694255	0.142277	0.094734	0.052763	0.114660
scaffold_18	2677248	2698131	0.230340	0.148871	0.085101	0.190198
scaffold_18	2679538	2699622	0.355803	0.218026	0.128774	0.276543
scaffold_18	2680929	2700542	0.221386	0.136400	0.075416	0.167508
scaffold_18	2681251	2704156	0.178349	0.099211	0.058352	0.136218
scaffold_18	2682709	2712335	0.126176	0.057692	0.035555	0.094185
scaffold_18	2684520	2715201	0.006819	0.002656	0.001662	0.004741
scaffold_18	2686207	2719901	0.065978	0.023404	0.014743	0.044756
scaffold_18	2687778	2723464	0.050165	0.017979	0.010746	0.036094
scaffold_18	2691190	2726441	0.031145	0.009288	0.005754	0.021980
scaffold_18	2695442	2733981	0.089263	0.028571	0.017149	0.062945
scaffold_18	2698205	2736258	-0.059097	-0.018447	-0.010094	-0.034524
scaffold_18	2699758	2737628	-0.246627	-0.096216	-0.049464	-0.166464
scaffold_18	2700741	2743714	-0.215111	-0.069226	-0.038442	-0.154626
scaffold_18	2706995	2746155	-0.150360	-0.047177	-0.026865	-0.107186
scaffold_18	2713171	2747440	-0.110418	-0.042488	-0.023880	-0.074071
scaffold_18	2715554	2751892	-0.145934	-0.053348	-0.029690	-0.085557
scaffold_18	2720021	2752898	-0.219257	-0.086240	-0.047892	-0.129126
scaffold_18	2723684	2753585	-0.161216	-0.061836	-0.037057	-0.091439
scaffold_18	2727757	2762681	-0.155205	-0.056661	-0.033857	-0.086417
scaffold_18	2734397	2763518	-0.194087	-0.089588	-0.052169	-0.110350
scaffold_18	2736324	2765930	-0.237972	-0.120023	-0.073054	-0.146133
scaffold_18	2737747	2768348	-0.116377	-0.048777	-0.032718	-0.068387
scaffold_18	2744064	2770537	-0.191125	-0.106675	-0.068582	-0.110487
scaffold_18	2746530	2772095	-0.222222	-0.151726	-0.092266	-0.124539
scaffold_18	2748678	2773583	-0.226449	-0.166054	-0.097193	-0.119414
scaffold_18	2752018	2778123	-0.205354	-0.143371	-0.081306	-0.103761
scaffold_18	2752904	2778957	-0.250981	-0.173282	-0.095919	-0.127441
scaffold_18	2753857	2788373	-0.230430	-0.140009	-0.075839	-0.120559
scaffold_18	2762830	2795899	-0.270226	-0.159559	-0.084431	-0.136404
scaffold_18	2763712	2801164	-0.271178	-0.124523	-0.069706	-0.124289
scaffold_18	2767340	2809445	-0.267859	-0.076272	-0.050691	-0.132890
